wood,grass,urban
0,0,0
0,0.2581347097818936,0.001366327614999241
0,0.5350803292983934,0.009976499800470004
0,0.115796128781247,0.002188503063904289
0,0.3592246004216068,0.009034431221209721
0,0.536167052402501,0.01164116204359391
0,0.2633681313148266,0
0,0.1683671395471729,0.00434941669037844
0,0.2728844752411655,0.009906004125443114
0,0.6794313761807742,0.01257177255047231
0,0.3420513362205556,0.0006337805006865955
0,0.2405734594524554,0.0004535105418062677
0,0.169600493452268,0.002763807174036819
0,0.1644497175896527,0.003993850472912001
0,0.3755142465335974,0.003123571537406674
0,0.5124665867821919,0.0004608719697667988
0,0.3588611679960477,0.01436687729587161
0,0.2934758636794105,0.01912224485295072
0,0.5131749789964103,0.02405865729779271
0,0.4239251503675652,0.003564268211182892
0,0,0
0,0,0
0,0.2306330234617087,0.005577689243027889
0,0.6573767296823231,0.003702981874878191
0,0.4287453979042764,0.007486075710374776
0,0.3259946703024293,0.003710647000495786
0,0.5720031391014322,0.03327938002746714
0,0.2922111866178777,0
0,0.2850896714229611,0.002068333551511978
0,0.2760176043401109,0.0006722794180874433
0,0.3257398309944793,0.001450987708061273
0,0.2647635313732666,0.004896100199259892
0,0.4266842800528401,0.002642007926023778
0,0.1340096102509343,0.003203416978109984
0,0.3395138030490317,0.003296250515039143
0,0.2821808396433019,0.001789216037101184
0,0.2702791419950257,0.002790157435580189
0,0.2117052088724248,0.04858406195807116
0,0.3469907861203685,0
0,0.1482616919966082,0.0006522731720044354
0,0.3770839936608558,0.01413629160063391
0,0.1975308641975309,0.01415812976096664
0,0.07199939112565644,0.001674404444782708
0,0.269777546875738,0.00229065319038398
0,0.3726450081590268,0.007843791722296396
0,0.6386520910640858,0.01248621000902618
0,0.4543070127001657,0.01573716178906681
0,0.5566957414058491,0.004104669061056952
0,0.6701754385964912,0.01447368421052632
0,0,0
0.006290626965820926,0.686359823862445,0.005661564269238834
0,0.6661054994388328,0
0,0.6177049180327869,0.009573770491803279
0,0.4805900621118012,0
0.0001009387301907742,0.8028234004816219,0.01015155229347215
0.005258545135845749,0.8223362964817829,0.01214473519469137
0.00471563981042654,0.6646445497630332,0.004170616113744076
0.0008514986376021798,0.5658719346049046,0.003303814713896458
0,0.861244019138756,0
0,0.6746486002414048,0.003776817349998053
0.0009538461538461539,0.6219692307692307,0.002984615384615385
0.0003714326984585543,0.5140628546666391,0.009430263510864406
0.0004086517411483114,0.6578709244286173,0.001663796374675268
0,0.189413035649982,0
0.001335007861712963,0.7990170386558944,0.005775145120299042
0.0009461087581583401,0.50946478331892,0.001929174889682241
0.001559838269400488,0.5669806867393223,0.003879071485745952
0,0.7811251777130864,0.00717622368153815
0.007718780727630285,0.751343821697804,0.009488692232055064
0.0003189512881645151,0.6732503528398626,0.005884651266635304
0.0009850464476762481,0.6495560450385126,0.005472480264868045
0.006086365673475878,0.7565887438377354,0.06439114657876856
0.00289260367966096,0.8187413810500824,0.009686858834213448
0,0.6895328208160851,0.006505026611472502
0.001553254437869822,0.04607988165680473,0.007840236686390533
0.004132282837334926,0.5452372950972705,0.01382821154300935
0.002022477074762704,0.4572521891016065,0.003734687780101584
0.003831243391957799,0.7528791168813451,0.01784881936312684
0.003373654422372656,0.799278659416269,0.008656087004771945
0,0.3870573870573871,0
0,0.1688959419632736,0.001813647698934482
0.002443972708971416,0.08999616170952758,0.001644981631038453
0.01670271837299021,0.5038467542314297,0.0422362464598711
0.007010100078402435,0.7936324924287844,0.01299020738212732
0,0.6358259400084495,0
0.006067610517191563,0.5300009631127806,0.01560242704420688
0.001168014375561545,0.8542677448337825,0.00440251572327044
0.003037146639669808,0.8704669937439971,0.00879993769955611
0.002648879811067849,0.2435054573306951,0.002457394523520776
0,0.1451994833524684,0
0.008599068434252956,0.8445718380508779,0.01547832318165532
0.00444098169068952,0.1544994156603039,0.008881963381379041
0.06018927270720671,0.5540227347974838,0.009615384615384616
0.05906470792925549,0.4516695160143426,0.007156149295732031
0,0.7281968967362226,0
0.000192098354357431,0.4525837228661074,0.01037331113530128
0.0001681924121194647,0.5538095581345058,0.01009154472716788
0.01272215208313101,0.1515004370204914,0.0002913469942701758
0.003025741269163652,0.2130526284254911,0.0002396626747852398
0.001521774324105553,0.3031698235389347,0.0001295127084345151
0.01476606437716884,0.3022974751705158,0.0001076941486179251
0.003117807264490926,0.2219787072103878,0.0002384205555198944
0.0217874521897591,0.1560566313555079,0.0005607064901776238
0.02865582323154826,0.3976139327911616,0.00196920873612603
0.1084639095812998,0.2296246009320759,0.001761403251256835
0.1769944413998278,0.3079640648242386,0.01430752368276834
0.07948381562681334,0.7234906779019603,0.004616898352549386
0.01239590533557157,0.8244758237056055,0.04033441953852737
0.05028721024806832,0.6741879320862139,0.003977734851565677
0.1794656733354713,0.2464826372614319,0.003001373231039955
0,0,0
0,0.3134599794035803,0.002585508008501501
0.00261152267761019,0.06848584981079785,0.0004463571923466397
0.000659386423580584,0.006929341539031049,0.0007056591550599232
0.01619082931652453,0.335619824496354,0.001977505870720554
0.009070598151096365,0.2154400845518884,0.0003411508154173412
0.01777257122810534,0.3739506853434235,6.264565113889793e-05
0.02540696042660679,0.2784240808307606,8.419870895312938e-05
0.03500690637949461,0.2413357750457821,0.0004875091407963899
